1482912175.153	#129	592	285	256	4	47	45	30	137	0	200
1482912175.311	#130	778	116	508	9	145	12	30	137	0	200
1482912175.468	#131	589	119	350	9	111	13	30	137	0	200
1482912175.625	#132	662	116	453	9	84	12	30	137	0	200
1482912175.782	#133	361	73	196	4	88	6	30	137	0	200
1482912175.938	#134	618	143	381	9	85	12	30	137	0	200
1482912176.094	#135	623	136	393	9	85	13	30	137	0	200
1482912176.248	#136	532	121	284	8	119	11	30	137	0	200
1482912176.404	#137	585	317	211	4	53	25	30	137	0	200
1482912176.557	#138	334	85	198	4	47	6	30	137	0	200
1482912176.710	#139	528	242	241	4	41	39	30	137	0	200
1482912176.863	#140	347	74	222	4	47	5	30	137	0	200
1482912177.015	#141	314	54	12	221	27	225	30	137	0	200
1482912177.167	#142	349	82	197	4	66	6	30	137	0	200
1482912177.318	#143	308	79	182	4	43	6	30	137	0	200
1482912177.468	#144	334	85	199	4	46	7	30	137	0	200
1482912177.619	#145	323	72	200	5	46	7	30	137	0	200
1482912177.769	#146	345	75	218	5	47	6	30	137	0	200
1482912177.918	#147	353	100	202	4	47	6	30	137	0	200
1482912178.066	#148	328	78	199	4	47	5	30	137	0	200
1482912178.215	#149	404	156	199	4	45	17	30	137	0	200
1482912178.362	#150	679	216	415	4	44	34	30	137	0	200
1482912178.510	#151	339	91	197	4	47	5	30	137	0	200
1482912178.655	#152	350	77	200	4	69	7	30	137	0	200
1482912178.802	#153	313	71	197	4	41	6	30	137	0	200
1482912178.948	#154	325	73	200	4	48	5	30	137	0	200
1482912179.094	#155	847	175	494	12	166	17	30	137	0	200
1482912179.239	#156	754	283	388	8	75	33	30	137	0	200
1482912179.383	#157	529	105	311	33	80	10	30	137	0	200
1482912179.526	#158	525	101	339	8	77	10	30	137	0	200
1482912179.670	#159	516	97	307	34	78	35	30	137	0	200
1482912179.815	#160	780	287	409	8	76	47	30	137	0	200
1482912179.956	#161	541	101	337	8	95	11	30	137	0	200
1482912180.098	#162	915	179	551	13	172	17	30	137	0	200
1482912180.240	#163	1944	157	1654	13	120	17	30	137	0	200
1482912180.381	#164	538	107	346	8	77	10	30	137	0	200
1482912180.522	#165	545	109	352	8	76	10	30	137	0	200
1482912180.663	#166	1044	123	820	10	91	14	30	137	0	200
1482912180.804	#167	368	81	231	5	51	7	30	137	0	200
1482912180.943	#168	320	72	197	4	47	6	30	137	0	200
1482912181.081	#169	620	136	389	9	86	11	30	137	0	200
1482912181.221	#170	594	114	384	9	87	12	30	137	0	200
1482912181.360	#171	401	84	251	6	60	8	30	137	0	200
1482912181.497	#172	419	105	249	6	59	8	30	137	0	200
1482912181.636	#173	674	307	284	5	78	51	30	137	0	200
1482912181.772	#174	456	99	264	4	89	5	30	137	0	200
1482912181.909	#175	386	81	244	5	56	8	30	137	0	200
1482912182.046	#176	326	81	195	5	45	6	30	137	0	200
1482912182.181	#177	304	75	187	4	38	6	30	137	0	200
1482912182.317	#178	319	70	198	5	46	6	30	137	0	200
1482912182.454	#179	523	227	244	4	48	35	30	137	0	200
1482912182.588	#180	324	77	196	4	47	7	30	137	0	200
1482912182.723	#181	318	73	195	4	46	6	30	137	0	200
1482912182.856	#182	377	129	200	4	44	29	30	137	0	200
1482912182.991	#183	320	73	197	4	46	5	30	137	0	200
1482912183.125	#184	335	80	197	4	54	6	30	137	0	200
1482912183.257	#185	334	69	198	4	63	5	30	137	0	200
1482912183.393	#186	301	68	187	4	42	4	30	137	0	200
1482912183.523	#187	302	68	185	4	45	5	30	137	0	200
1482912183.655	#188	362	76	200	21	65	23	30	137	0	200
1482912183.787	#189	557	257	249	5	46	41	30	137	0	200
1482912183.918	#190	321	72	198	4	47	5	30	137	0	200
1482912184.050	#191	315	80	187	4	44	5	30	137	0	200
1482912184.181	#192	320	71	198	5	46	5	30	137	0	200
1482912184.311	#193	317	71	196	4	46	6	30	137	0	200
1482912184.441	#194	594	300	246	4	44	51	30	137	0	200
1482912184.571	#195	321	69	200	4	48	6	30	137	0	200
1482912184.700	#196	318	73	194	4	47	5	30	137	0	200
1482912184.830	#197	361	70	240	4	47	5	30	137	0	200
1482912184.958	#198	316	70	195	4	47	5	30	137	0	200
1482912185.087	#199	328	79	199	4	46	6	30	137	0	200
1482912185.215	#200	387	78	204	4	101	6	30	137	0	200
1482912185.343	#201	323	75	197	4	47	6	30	137	0	200
1482912185.471	#202	305	70	188	3	44	6	30	137	0	200
1482912185.598	#203	643	339	256	4	44	55	30	137	0	200
1482912185.724	#204	339	75	210	5	49	7	30	137	0	200
1482912185.851	#205	373	82	239	4	48	6	30	137	0	200
1482912185.978	#206	306	70	188	4	44	5	30	137	0	200
1482912186.104	#207	498	211	237	4	46	30	30	137	0	200
1482912186.229	#208	328	73	194	4	57	6	30	137	0	200
1482912186.355	#209	332	93	194	4	41	6	30	137	0	200
1482912186.480	#210	315	69	196	4	46	5	30	137	0	200
1482912186.605	#211	1216	300	698	16	202	23	30	137	0	200
1482912186.731	#212	669	127	438	9	95	13	30	137	0	200
1482912186.854	#213	1438	176	1103	16	143	23	30	137	0	200
1482912186.978	#214	321	72	197	4	48	5	30	137	0	200
1482912187.102	#215	724	150	463	11	100	16	30	137	0	200
1482912187.225	#216	1129	232	678	16	203	21	30	137	0	200
1482912187.348	#217	3045	1169	1249	17	610	26	30	137	0	200
1482912187.472	#218	654	333	242	5	74	53	30	137	0	200
1482912187.594	#219	342	74	213	5	50	6	30	137	0	200
1482912187.716	#220	723	170	447	10	96	15	30	137	0	200
1482912187.838	#221	333	61	221	6	45	7	30	137	0	200
1482912187.961	#222	400	130	219	5	46	19	30	137	0	200
1482912188.081	#223	340	93	196	4	47	5	30	137	0	200
1482912188.203	#224	490	174	265	4	47	27	30	137	0	200
1482912188.323	#225	345	76	217	4	48	6	30	137	0	200
1482912188.447	#226	369	143	185	3	38	6	30	137	0	200
1482912188.563	#227	311	67	194	4	46	6	30	137	0	200
1482912188.685	#228	451	202	198	4	47	5	30	137	0	200
1482912188.805	#229	904	71	791	4	38	6	30	137	0	200
1482912188.928	#230	422	185	192	4	41	6	30	137	0	200
1482912189.043	#231	361	75	233	3	50	5	30	137	0	200
1482912189.163	#232	317	67	200	4	46	6	30	137	0	200
1482912189.282	#233	469	186	232	4	47	27	30	137	0	200
1482912189.400	#234	335	75	209	4	47	6	30	137	0	200
1482912189.519	#235	317	70	196	4	47	5	30	137	0	200
1482912189.637	#236	485	204	233	4	44	31	30	137	0	200
1482912189.756	#237	814	185	464	16	149	22	30	137	0	200
1482912189.872	#238	1206	296	690	16	204	25	30	137	0	200
1482912189.989	#239	411	92	252	5	62	8	30	137	0	200
1482912190.106	#240	310	81	182	4	43	5	30	137	0	200
1482912190.224	#241	1341	253	696	16	376	22	30	137	0	200
1482912190.340	#242	505	94	308	8	95	10	30	137	0	200
1482912190.457	#243	700	162	430	10	98	14	30	137	0	200
1482912190.572	#244	1142	257	664	16	205	22	30	137	0	200
1482912190.688	#245	281	49	12	195	25	197	30	137	0	200
1482912190.805	#246	317	71	195	4	47	6	30	137	0	200
1482912190.921	#247	585	277	256	4	48	44	30	137	0	200
1482912191.036	#248	339	94	198	3	44	6	30	137	0	200
1482912191.151	#249	591	271	269	4	47	44	30	137	0	200
1482912191.265	#250	343	75	218	4	46	6	30	137	0	200
1482912191.380	#251	299	68	184	3	44	5	30	137	0	200
1482912191.494	#252	464	94	271	7	92	10	30	137	0	200
1482912191.609	#253	676	128	441	10	97	14	30	137	0	200
1482912191.722	#254	728	178	408	10	132	14	30	137	0	200
1482912191.836	#255	440	89	283	6	62	8	30	137	0	200
1482912191.950	#256	586	212	304	7	63	10	30	137	0	200
1482912192.063	#257	457	103	287	6	61	8	30	137	0	200
1482912192.176	#258	409	86	255	6	62	8	30	137	0	200
1482912192.290	#259	778	316	394	6	62	51	30	137	0	200
1482912192.402	#260	1016	404	497	5	110	56	30	137	0	200
1482912192.513	#261	415	89	257	6	63	8	30	137	0	200
1482912192.626	#262	433	87	256	6	84	9	30	137	0	200
1482912192.738	#263	323	77	195	4	47	6	30	137	0	200
1482912192.850	#264	392	71	232	44	45	44	30	137	0	200
1482912192.961	#265	330	83	197	4	46	6	30	137	0	200
1482912193.073	#266	316	71	194	4	47	6	30	137	0	200
1482912193.184	#267	315	71	194	4	46	7	30	137	0	200
1482912193.295	#268	317	69	197	5	46	6	30	137	0	200
1482912193.406	#269	335	74	211	4	46	6	30	137	0	200
1482912193.515	#270	874	145	607	11	111	16	30	137	0	200
1482912193.626	#271	831	194	509	12	116	18	30	137	0	200
1482912193.736	#272	872	198	547	13	114	16	30	137	0	200
1482912193.846	#273	1393	278	810	12	293	17	30	137	0	200
1482912193.956	#274	333	72	210	5	46	6	30	137	0	200
1482912194.066	#275	337	82	203	4	48	6	30	137	0	200
1482912194.174	#276	329	72	203	5	49	6	30	137	0	200
1482912194.284	#277	358	79	203	4	72	6	30	137	0	200
1482912194.393	#278	337	72	205	4	56	6	30	137	0	200
1482912194.501	#279	339	71	216	5	47	6	30	137	0	200
1482912194.610	#280	527	210	246	4	67	32	30	137	0	200
1482912194.719	#281	334	74	207	4	49	6	30	137	0	200
1482912194.826	#282	402	141	209	4	48	7	30	137	0	200
1482912194.938	#283	376	84	231	5	56	6	30	137	0	200
1482912195.044	#284	462	146	234	5	77	8	30	137	0	200
1482912195.149	#285	396	79	234	5	78	7	30	137	0	200
1482912195.259	#286	465	85	258	6	116	8	30	137	0	200
1482912195.369	#287	291	58	187	4	42	7	30	137	0	200
1482912195.472	#288	848	303	364	14	167	18	30	137	0	200
1482912195.579	#289	313	72	191	4	46	5	30	137	0	200
1482912195.685	#290	323	76	196	4	47	6	30	137	0	200
1482912195.794	#291	328	79	198	4	47	7	30	137	0	200
1482912195.900	#292	809	377	359	4	69	50	30	137	0	200
1482912196.005	#293	180	0	129	4	47	2	30	137	0	200
1482912196.112	#294	364	75	196	4	89	6	30	137	0	200
1482912196.217	#295	323	75	197	4	47	6	30	137	0	200
1482912196.322	#296	322	75	195	4	48	5	30	137	0	200
1482912196.429	#297	497	205	239	4	49	31	30	137	0	200
1482912196.533	#298	308	68	191	4	45	6	30	137	0	200
1482912196.637	#299	338	75	193	4	66	6	30	137	0	200
1482912196.743	#300	313	68	195	4	46	4	30	137	0	200
1482912196.853	#301	457	219	193	4	41	6	30	137	0	200
1482912196.951	#302	351	76	223	4	48	5	30	137	0	200
1482912197.056	#303	328	82	195	4	47	6	30	137	0	200
1482912197.161	#304	436	163	226	4	43	25	30	137	0	200
1482912197.265	#305	323	75	198	3	47	6	30	137	0	200
1482912197.369	#306	341	94	197	4	46	6	30	137	0	200
1482912197.474	#307	413	175	193	3	42	18	30	137	0	200
1482912197.576	#308	331	70	194	4	63	6	30	137	0	200
1482912197.678	#309	309	67	192	4	46	6	30	137	0	200
1482912197.782	#310	317	71	194	4	48	6	30	137	0	200
1482912197.886	#311	302	69	184	3	46	6	30	137	0	200
1482912197.989	#312	322	75	196	4	47	5	30	137	0	200
1482912198.090	#313	571	269	250	5	47	43	30	137	0	200
1482912198.194	#314	333	77	204	4	48	5	30	137	0	200
1482912198.296	#315	337	94	193	4	46	5	30	137	0	200
1482912198.397	#316	791	314	400	4	73	41	30	137	0	200
1482912198.501	#317	320	74	195	5	46	6	30	137	0	200
1482912198.603	#318	319	70	198	4	47	6	30	137	0	200
1482912198.703	#319	546	224	272	4	46	35	30	137	0	200
1482912198.805	#320	272	55	170	4	43	5	30	137	0	200
1482912198.906	#321	317	68	198	4	47	6	30	137	0	200
1482912199.008	#322	182	1	136	3	42	3	30	137	0	200
1482912199.110	#323	454	75	195	133	51	134	30	137	0	200
1482912199.211	#324	318	72	195	4	47	5	30	137	0	200
1482912199.312	#325	320	70	190	4	56	5	30	137	0	200
1482912199.412	#326	810	142	528	9	131	13	30	137	0	200
1482912199.513	#327	610	118	396	9	87	11	30	137	0	200
1482912199.613	#328	588	112	382	9	85	11	30	137	0	200
1482912199.712	#329	371	115	256	0	0	6	30	137	0	200
